EnvironmentSatisfaction,JobSatisfaction,Age,Attrition,BusinessTravel,MonthlyIncome,TotalWorkingYears,YearsAtCompany,YearsWithCurrManager,WorkingHours
3,1,40,0,1,25390,7,4,2,7
2,1,42,0,1,57140,10,0,0,7
2,4,35,0,0,43230,15,7,7,7
1,2,38,0,0,73360,13,11,8,8
4,1,34,1,2,134990,11,7,7,8
4,1,37,1,1,137580,10,10,8,6
3,4,39,0,2,51550,7,2,2,6
1,3,43,0,0,22580,7,3,2,7
2,2,41,0,1,35970,11,3,2,8
3,3,41,0,1,25150,23,22,5,10
1,3,30,0,1,44200,9,7,2,7
4,2,26,1,1,65780,6,5,4,9
4,2,46,1,1,44220,13,9,7,8
3,4,40,0,1,102740,12,5,3,7
2,3,34,0,1,53430,10,10,8,8
2,2,58,0,0,23760,37,16,14,7
2,3,35,0,1,53460,6,5,3,7
3,2,47,0,1,28270,28,22,10,11
2,1,40,0,1,199430,15,7,7,7
4,4,54,0,1,31310,14,7,7,7
1,1,31,0,2,25520,9,3,2,7
3,1,28,0,1,44770,3,3,2,8
2,4,38,0,1,64740,20,4,3,9
3,4,26,0,1,30330,5,5,2,6
1,3,58,0,2,29360,23,2,2,10
2,3,18,0,0,186060,0,0,0,7
4,1,31,1,1,21680,2,1,0,6
1,1,29,1,1,28530,4,2,0,9
3,3,45,0,0,170480,10,8,7,7
4,2,36,0,1,22900,15,1,0,11
1,4,43,0,2,36000,7,7,7,7
4,4,27,0,2,21070,6,5,2,10
4,4,29,0,2,41150,11,11,10,8
4,4,32,0,2,43270,4,0,0,8
3,3,42,0,0,178560,10,6,3,7
2,3,47,0,1,31960,7,2,0,6
4,4,46,0,1,190810,12,9,7,7
3,4,28,0,0,89660,3,3,2,8
4,3,29,0,1,22100,11,7,6,8
4,3,42,0,1,45390,8,0,0,7
3,2,32,1,1,27410,7,2,2,10
1,1,46,0,1,34910,25,19,8,8
2,3,27,0,1,45410,9,9,8,7
4,2,29,0,1,26780,1,1,0,8
1,3,43,0,1,73790,21,16,14,7
4,2,48,0,1,62720,29,22,9,6
4,4,29,1,2,52200,1,1,0,8
3,2,46,1,1,27430,14,8,7,8
4,1,27,0,2,49980,8,7,3,8
4,4,39,0,1,102520,7,2,2,7
2,4,55,0,1,27810,19,5,4,6
2,2,28,0,1,68520,1,1,0,7
2,4,30,1,1,49500,1,1,0,8
4,2,22,1,1,35790,1,1,0,10
2,3,36,0,1,131910,10,10,7,9
2,3,31,0,1,103770,10,10,2,7
3,4,34,0,1,22350,9,5,0,8
4,1,29,0,1,105020,11,3,2,7
4,1,37,0,1,20110,16,5,4,9
4,2,35,0,1,18590,4,3,2,11
2,4,45,0,1,37600,10,9,8,8
2,4,36,0,2,177790,10,10,8,7
1,3,40,0,1,68330,22,19,16,7
2,3,26,0,1,68120,1,1,0,9
1,3,27,0,1,51710,9,8,7,8
4,4,48,0,2,197400,24,22,7,7
2,1,44,0,1,187110,10,2,2,7
4,1,34,1,0,36920,5,5,0,10
1,4,56,1,1,25590,5,4,0,7
3,2,36,0,1,25170,12,4,3,8
3,2,41,0,1,66230,14,5,4,7
3,1,42,0,1,182650,18,13,7,8
3,4,31,0,1,161240,8,5,4,8
4,4,34,0,1,25850,9,4,1,10
1,3,31,0,1,182130,4,2,2,7
3,4,26,0,2,83800,8,7,7,6
2,3,45,0,2,29940,12,4,3,8
2,3,33,0,1,12230,10,10,9,6
3,4,28,0,2,11180,7,7,7,11
3,1,29,1,2,28750,1,1,0,7
1,3,39,0,0,188240,10,3,2,7
2,2,27,0,1,135770,6,5,2,7
3,4,34,0,2,26250,16,15,11,9
4,3,28,1,1,187890,6,2,2,9
3,2,47,0,0,45380,16,8,7,6
4,1,56,0,1,198470,6,0,0,8
1,1,39,0,1,105120,10,10,9,7
4,2,38,0,2,44440,20,20,7,11
4,4,58,0,1,21540,29,1,0,10
1,3,32,1,2,191900,8,4,3,10
2,4,38,0,1,44900,10,5,3,8
2,4,49,0,2,35060,28,5,3,6
2,4,42,0,1,23720,14,0,0,9
1,2,27,1,2,102310,1,1,0,6
2,1,35,0,1,54100,6,5,4,7
3,3,28,0,0,79780,5,5,4,7
3,1,31,0,0,38670,4,4,3,10
1,2,36,0,0,28380,5,5,2,7
1,4,34,0,1,46950,14,14,1,6
4,3,34,0,1,33390,9,8,1,7
3,1,26,0,1,20800,8,7,6,7
1,1,29,0,1,20960,6,5,2,8
3,4,32,0,0,62090,9,5,2,7
4,1,31,0,2,180610,10,10,7,7
3,4,28,1,1,171230,6,4,3,7
1,1,38,0,1,23720,20,1,0,7
3,4,35,0,1,48830,10,10,9,9
4,4,27,0,1,39040,7,7,7,8
4,4,32,0,1,46270,8,1,0,8
1,4,31,1,2,70940,10,10,8,10
1,1,53,1,1,34230,15,2,2,11
1,3,54,0,1,66740,9,4,3,8
4,3,33,0,2,168800,9,9,8,8
1,3,43,0,1,90940,10,10,9,8
4,2,38,0,2,84460,7,6,2,8
3,2,55,0,1,119160,35,10,4,8
4,4,31,0,1,45340,1,1,0,11
2,1,39,0,1,98520,21,20,10,6
4,3,42,0,0,61510,20,20,7,7
3,3,31,0,0,23020,13,11,8,6
3,1,54,0,1,23620,9,5,4,11
2,3,24,0,1,178610,4,4,2,7
4,4,23,0,1,191870,5,5,4,7
4,3,40,0,2,197170,10,10,4,8
2,2,40,0,1,35440,15,11,10,6
3,2,25,0,1,85000,6,2,2,6
4,2,30,0,1,46610,12,12,7,6
4,3,25,0,1,41030,7,2,2,10
1,3,47,0,1,42490,25,17,11,8
2,3,33,0,0,140260,1,1,0,6
4,2,38,0,1,68930,16,15,8,8
1,3,31,0,1,61250,3,2,2,7
1,3,38,0,2,36690,10,8,7,7
4,1,42,0,1,100080,9,4,2,10
4,4,41,0,1,23870,12,5,0,8
3,2,47,0,0,46390,14,13,12,8
4,3,35,0,1,78980,5,2,2,10
4,3,22,0,1,25340,4,3,2,6
2,3,35,0,1,131420,10,10,8,8
2,4,33,0,1,16110,10,9,1,9
3,2,32,0,1,53630,6,6,1,7
1,4,40,0,1,50710,8,1,0,6
2,2,32,0,1,136950,3,2,2,6
1,4,39,0,1,134020,18,7,7,8
2,3,38,0,1,20290,20,18,11,8
3,4,32,0,1,63770,14,14,7,8
3,4,37,0,1,54290,16,16,8,9
1,3,25,0,1,27850,6,5,4,8
1,4,52,0,0,46140,16,9,0,7
2,4,44,0,1,26100,6,4,2,11
3,1,21,0,1,66870,2,2,2,8
4,4,39,0,0,47240,21,6,3,7
4,1,23,1,2,61790,1,1,0,8
1,4,36,0,1,61200,10,9,4,8
4,2,36,0,2,105960,18,4,2,8
3,3,56,0,0,54670,13,13,9,7
1,4,29,1,1,29960,4,2,2,11
1,3,42,0,1,99980,24,22,14,8
4,3,56,1,1,40780,14,10,8,7
1,2,41,0,1,109200,21,20,10,8
4,3,34,0,1,62320,8,8,7,8
4,4,36,0,0,132470,15,15,11,8
3,2,41,0,1,40810,14,5,4,7
4,1,32,0,1,57690,4,4,2,7
3,4,35,0,1,23940,9,9,7,11
1,4,38,0,1,39040,10,10,9,7
2,3,50,1,2,167990,12,6,1,7
2,4,36,0,1,29500,8,6,0,6
4,3,45,0,1,36290,8,5,1,6
3,3,40,0,1,93620,8,2,2,6
3,3,35,0,2,32290,10,10,2,9
3,3,40,0,1,35780,20,5,2,7
3,4,35,0,1,79880,4,4,1,7
4,2,29,0,1,42840,10,4,3,10
4,1,29,0,1,75530,5,5,4,6
4,1,50,1,1,173280,20,3,0,10
2,4,39,0,1,197010,21,20,6,8
2,1,31,0,0,147320,10,9,7,8
4,3,26,0,1,92780,5,4,0,7
3,4,36,0,2,13590,17,5,3,8
4,1,39,0,1,47790,9,7,7,6
2,2,27,0,1,164220,6,6,3,9
4,2,49,0,2,29960,17,9,8,7
2,3,34,0,1,12610,6,4,2,6
2,4,41,1,1,20990,8,6,5,9
3,2,49,0,2,58100,10,10,7,7
4,3,37,1,1,56470,7,0,0,9
4,3,33,0,2,34200,8,8,0,10
1,2,27,0,1,44000,6,2,2,6
4,4,32,0,2,35000,8,7,6,8
3,1,59,0,1,20660,12,1,0,10
4,3,30,0,1,171690,1,1,0,6
4,3,38,0,2,41620,10,9,8,8
3,3,36,0,1,92040,17,7,7,8
1,2,35,0,1,32940,6,5,3,7
4,3,29,0,1,21270,10,9,8,11
1,3,31,0,1,39750,5,5,3,6
2,4,34,0,1,107930,3,2,2,8
3,3,28,1,1,100960,6,4,3,10
2,1,29,0,1,36460,10,10,8,8
1,2,32,0,1,74460,7,6,5,11
4,4,22,0,0,108510,1,1,0,10
1,4,53,0,1,21090,31,25,7,8
4,4,38,0,1,37220,6,3,2,10
1,3,24,0,0,93800,5,4,3,7
3,1,36,1,1,54860,10,5,3,7
1,2,34,0,1,27420,13,12,11,6
3,4,21,0,1,137570,0,0,0,6
2,1,34,1,1,84630,8,4,3,8
3,3,53,0,1,31620,26,14,8,8
2,1,32,1,2,165980,10,10,7,9
3,2,42,0,1,66510,10,9,2,7
1,4,44,0,1,23450,24,22,17,7
2,1,46,0,1,34200,22,2,1,8
3,4,33,0,1,43730,7,1,0,7
4,4,44,0,1,47590,9,4,3,9
4,3,30,0,1,53010,10,10,8,6
4,4,39,1,1,36730,19,1,0,7
2,4,24,1,1,47680,6,2,0,10
4,3,43,0,1,12740,6,5,4,7
1,3,50,1,1,49000,3,3,2,9
4,4,35,0,1,104660,2,2,2,7
2,1,36,0,1,170070,6,1,0,9
3,1,33,0,2,29090,10,5,3,7
3,4,35,0,1,57650,1,1,0,6
4,1,27,0,1,45990,1,1,0,8
1,3,26,1,1,24040,1,1,1,8
4,3,27,0,2,31720,9,9,7,7
3,4,30,0,2,20330,12,12,7,7
2,3,41,1,1,102090,23,22,8,6
2,3,34,0,0,86200,10,9,7,8
2,2,37,0,1,20640,8,1,0,6
1,4,46,0,2,40350,14,9,8,9
4,4,35,0,1,38380,1,1,1,7
1,3,48,1,1,45910,23,1,0,9
3,3,28,1,1,25610,2,2,2,10
2,1,44,0,1,15630,9,4,3,10
3,1,35,0,0,48980,10,4,3,10
3,4,26,0,1,47890,5,2,0,10
1,4,33,0,2,31800,15,15,12,8
2,1,35,0,2,65490,9,9,8,7
3,1,35,0,1,63880,4,2,2,9
4,4,31,0,1,112440,10,7,7,6
1,3,37,0,1,160320,7,7,7,7
1,4,32,0,1,23620,9,9,8,8
4,4,38,0,2,163280,10,10,9,6
2,3,50,0,1,83760,29,27,8,10
1,1,59,0,1,166060,28,21,9,7
3,3,36,0,1,86060,17,17,8,6
4,3,55,0,1,22720,21,5,2,8
2,2,36,0,2,20180,6,6,3,7
2,3,45,0,1,70830,25,1,0,7
2,1,35,0,2,40840,5,3,2,6
4,3,36,1,1,144110,2,1,0,9
1,3,59,0,2,23080,20,4,3,7
3,2,29,0,1,48410,6,5,4,8
3,2,31,0,1,42850,1,1,0,6
2,2,32,0,1,97150,10,10,9,8
2,4,36,0,1,43200,5,1,0,7
3,4,31,0,1,21320,11,11,8,6
3,1,35,0,1,101240,16,15,8,6
4,1,45,0,1,54730,17,0,0,9
1,3,37,0,1,52070,16,5,2,7
2,2,46,0,1,164370,16,4,2,11
4,4,30,0,1,22960,10,10,0,9
2,3,35,0,1,40690,6,6,4,8
1,4,55,0,1,74410,24,1,0,7
2,4,38,0,0,24300,17,13,9,9
1,2,34,0,1,58780,5,5,3,8
4,4,56,0,1,26440,37,6,2,7
3,1,23,0,1,64390,3,0,0,6
4,4,51,0,1,24510,10,4,3,7
3,4,30,0,1,63920,11,11,8,8
3,4,46,1,1,97140,9,9,7,6
3,2,40,0,2,60770,22,22,11,8
3,4,51,0,1,24500,11,10,0,10
3,2,30,0,1,92500,11,11,7,8
3,1,46,0,2,20740,21,10,5,9
2,3,32,0,1,101690,12,11,7,7
1,3,54,0,1,48550,16,4,3,8
1,3,24,0,1,40870,4,3,2,8
2,3,28,0,0,23670,5,5,4,6
4,3,58,0,1,29720,38,37,8,7
2,2,44,0,0,195860,17,3,2,7
3,1,37,1,1,54840,7,3,2,10
4,1,32,0,1,20610,1,1,0,8
4,4,20,1,2,99240,1,1,0,11
1,3,34,0,1,41980,16,16,10,8
3,4,37,0,0,68150,17,1,0,8
3,4,59,0,0,47230,30,3,2,7
1,2,50,0,2,61420,28,8,7,10
3,3,25,1,1,82370,6,6,3,9
4,4,25,0,1,88530,2,2,1,8
2,4,22,0,1,193310,1,0,0,7
1,1,51,0,2,20730,23,13,8,7
1,3,34,1,2,55620,9,9,6,8
4,4,54,0,0,196130,23,5,4,8
2,3,24,0,1,34070,6,5,2,7
3,2,34,0,1,50630,12,1,0,6
3,4,37,0,1,46390,12,5,3,6
3,1,34,0,1,48760,14,11,8,8
2,4,36,0,2,26900,10,9,8,8
1,4,36,0,1,175670,7,1,0,8
3,4,43,0,2,24080,25,25,12,9
1,3,30,0,2,28140,10,10,9,8
3,2,33,0,0,112450,8,7,7,7
2,2,56,1,1,33120,7,5,3,9
1,3,51,0,1,190490,23,20,15,7
2,3,31,1,1,21410,12,7,7,9
3,2,26,0,1,57690,5,5,3,8
4,4,58,1,1,43850,40,40,6,8
4,3,19,1,1,53320,0,0,0,10
3,4,22,0,1,46630,3,2,1,6
3,1,49,0,1,47240,16,15,11,8
2,3,43,0,2,32110,18,3,2,8
3,4,50,0,2,53770,16,2,1,7
2,3,31,1,1,40660,4,2,2,8
3,3,41,0,1,52080,12,9,7,8
3,3,26,0,1,48770,8,8,7,8
2,2,36,0,1,31170,7,3,1,7
1,4,51,1,2,15690,18,4,3,7
4,3,39,0,1,196580,17,15,9,8
1,3,25,0,1,30690,6,2,2,8
3,4,30,0,1,104350,12,11,7,10
1,1,32,1,1,41480,10,5,4,8
3,4,45,0,1,57680,9,6,3,8
4,3,38,0,1,50420,19,3,2,11
1,3,30,0,1,57700,5,5,4,7
4,4,32,0,2,77560,9,8,7,6
4,1,30,0,1,103060,8,3,2,7
2,4,30,0,1,39360,6,5,2,6
4,1,41,0,2,79450,21,7,7,8
3,1,41,0,1,57430,7,5,4,8
2,2,19,0,1,152020,1,1,0,6
2,2,40,0,2,54400,20,20,13,7
3,2,35,0,1,37600,10,10,6,8
2,3,53,0,1,35170,13,7,5,11
2,2,45,0,1,25800,20,17,15,7
2,4,32,0,2,21660,9,9,7,8
4,3,29,0,0,58690,10,10,9,6
2,3,51,0,1,80080,10,1,0,7
2,2,58,0,1,52060,9,1,0,10
3,4,40,0,1,52950,15,12,11,6
3,3,34,0,2,164130,6,4,2,7
3,4,22,0,1,132690,2,2,2,8
4,2,27,0,0,27830,6,2,2,6
3,4,28,0,1,54330,5,5,2,7
3,4,57,0,1,20130,12,5,4,11
3,3,27,0,0,139660,1,1,1,11
3,2,50,0,1,43740,21,5,4,7
1,3,41,0,1,68420,13,9,8,6
2,4,30,0,1,174260,12,10,4,7
1,4,38,0,1,176030,12,8,7,6
3,3,32,0,1,45810,8,5,4,7
3,2,27,0,1,47350,6,5,1,9
3,1,19,1,2,41870,1,0,0,8
4,2,36,0,2,55050,13,8,2,8
3,1,30,0,0,54700,12,12,10,7
3,1,45,0,1,54760,9,5,3,8
3,1,56,0,1,25870,19,2,2,8
3,4,33,0,1,24400,4,3,2,7
2,4,19,1,1,159720,1,1,0,7
2,1,46,0,1,153790,24,24,7,7
3,4,38,0,1,70820,2,2,1,8
3,4,31,0,1,27280,7,4,2,11
4,2,34,0,1,53680,9,3,2,6
2,2,41,1,1,53470,4,4,2,10
3,3,50,0,1,31950,5,3,2,7
4,1,53,0,1,39890,5,4,3,6
4,2,33,0,1,33060,8,8,6,8
4,3,40,0,1,70050,21,20,9,6
3,2,55,0,1,26550,36,24,15,6
4,3,34,0,2,13930,10,10,9,7
4,2,51,0,1,25700,21,7,0,7
3,3,52,0,1,35370,34,33,9,6
4,2,27,0,1,39860,7,7,3,8
2,3,35,1,1,108830,8,1,1,9
4,3,43,0,0,20280,7,5,2,8
1,4,45,0,0,95250,22,20,8,6
2,1,37,0,1,29290,8,8,7,10
2,2,35,0,2,22750,10,6,2,6
3,3,42,0,0,78790,11,5,2,7
4,3,38,0,1,49300,14,1,0,6
4,4,38,0,1,78470,9,7,7,7
3,1,27,0,2,44010,6,2,0,7
4,4,49,0,0,92410,7,7,7,10
4,3,34,0,2,29740,5,5,0,11
3,4,40,0,1,45020,15,7,7,11
2,1,38,1,1,107480,17,1,0,8
2,4,29,1,1,15550,10,10,9,7
4,2,22,0,1,129360,4,4,2,8
2,4,36,0,2,23050,8,8,7,8
4,4,40,0,0,167040,5,3,2,6
4,1,46,0,1,34330,17,4,3,6
4,4,32,1,1,34770,14,14,8,8
3,3,30,0,0,64300,12,11,8,8
4,3,27,0,2,65160,7,7,7,6
2,2,51,0,1,39070,16,10,7,7
4,1,30,1,1,55620,8,5,4,8
4,4,41,0,1,68830,16,1,0,9
3,1,30,1,2,28620,9,6,1,7
3,3,29,1,1,49780,7,6,5,8
4,4,45,0,0,103680,23,19,8,7
4,1,54,0,1,61340,16,6,5,7
4,2,36,0,1,67350,16,13,7,8
3,2,33,0,1,32950,7,3,1,8
2,4,37,0,2,52380,10,10,7,11
1,3,38,0,1,64720,17,16,13,7
3,3,31,0,0,96100,6,5,4,6
3,4,59,0,1,198330,7,1,0,6
1,4,37,0,2,97560,13,9,8,7
2,4,29,0,2,49680,11,11,1,7
3,3,35,0,2,21450,10,10,8,6
3,4,29,1,1,21800,4,4,1,9
3,4,52,0,1,83460,6,2,2,8
3,4,42,0,1,34450,22,22,15,6
2,3,59,0,1,27600,7,2,2,7
4,4,50,0,1,62940,32,7,6,8
3,4,33,1,1,71400,8,5,4,11
4,4,43,0,1,29320,22,17,9,9
1,1,33,1,1,51470,13,9,7,7
1,3,52,0,0,45070,33,33,12,9
3,2,32,0,1,85640,6,4,2,8
4,3,32,1,1,24680,4,3,2,10
3,3,39,0,1,81610,7,3,2,7
3,4,32,0,0,21090,4,3,2,6
3,1,41,0,1,52940,17,1,0,6
1,4,40,0,1,27180,9,9,7,8
3,4,45,0,1,58110,25,24,7,7
2,3,31,0,2,24370,9,2,2,8
3,4,33,0,1,27660,2,2,2,7
4,1,34,0,1,190380,13,11,9,6
3,1,37,0,1,30550,17,3,2,8
1,3,45,0,2,22890,9,3,2,8
1,3,37,1,2,40010,17,1,0,7
3,3,39,0,2,129650,20,19,8,7
3,4,29,0,1,35390,6,6,5,8
4,1,42,0,1,60290,10,3,2,9
4,4,29,0,1,26790,10,3,2,6
1,3,25,0,1,37020,5,4,2,8
4,1,42,0,1,23980,10,9,8,10
1,3,40,0,1,54680,10,21,9,7
